id;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;availability_365
1265296783895530000;Centro;Private room;76,00 ;1;7;06/02/2025;139
1298462847949490000;Ciudad Jardin;Entire home/apt;122,00 ;2;6;01/06/2025;346
1313797955006800000;Centro;Private room;51,00 ;1;5;12/06/2025;354
1344859429120190000;Este;Entire home/apt;122,00 ;2;4;06/08/2025;70
1389840565640620000;Centro;Entire home/apt;233,00 ;1;2;11/09/2025;294
1397312723825100000;Centro;Entire home/apt;68,00 ;1;1;16/08/2025;364
1410885435982210000;Centro;Entire home/apt;87,00 ;1;3;30/08/2025;79
1410885509579550000;Centro;Entire home/apt;81,00 ;1;2;02/09/2025;69
5454486;Centro;Entire home/apt;81,00 ;5;80;14/09/2025;256
7321726;Centro;Entire home/apt;71,00 ;1;82;09/09/2025;350
13180804;Centro;Entire home/apt;64,00 ;3;74;03/02/2025;1
21732712;Centro;Entire home/apt;115,00 ;5;63;30/08/2025;30
40050586;Centro;Entire home/apt;73,00 ;1;47;02/03/2025;325
552570330837975000;Centro;Entire home/apt;101,00 ;1;28;18/04/2025;272
552839619485974000;Bailen-Miraflores;Entire home/apt;40,00 ;28;26;04/09/2025;121
588126377604454000;Centro;Entire home/apt;79,00 ;1;28;03/09/2025;330
613551504670256000;Centro;Entire home/apt;305,00 ;1;27;01/06/2025;153
720027581551690000;Centro;Entire home/apt;146,00 ;3;23;30/08/2025;354
791423208856028000;Este;Entire home/apt;191,00 ;3;22;21/07/2025;242
838396433984747000;Centro;Entire home/apt;55,00 ;1;20;09/03/2025;365
889755357803949000;Centro;Entire home/apt;85,00 ;3;18;20/07/2025;43
915591487838673000;Centro;Entire home/apt;87,00 ;4;18;21/09/2025;120
921070217260929000;Centro;Private room;61,00 ;1;18;26/07/2025;319
930260530640856000;Bailen-Miraflores;Entire home/apt;57,00 ;3;17;19/08/2025;283
949238914115593000;Palma-Palmilla;Entire home/apt;472,00 ;2;16;04/09/2025;285
953247856780502000;Carretera de Cadiz;Entire home/apt;66,00 ;2;17;14/09/2025;333
1049771135871520000;Este;Entire home/apt;81,00 ;1;14;06/08/2025;307
1116076595683740000;Centro;Entire home/apt;107,00 ;2;12;07/09/2025;338
1309958547768550000;Carretera de Cadiz;Entire home/apt;56,00 ;2;6;11/04/2025;326
1342940420114980000;Carretera de Cadiz;Private room;45,00 ;1;5;12/05/2025;272
421077;Centro;Entire home/apt;71,00 ;5;109;19/08/2025;360
20167203;Centro;Entire home/apt;80,00 ;20;66;08/09/2025;58
23143259;Centro;Entire home/apt;212,00 ;1;61;08/06/2025;250
23684885;Centro;Entire home/apt;193,00 ;1;61;22/03/2025;146
24621969;Carretera de Cadiz;Entire home/apt;81,00 ;1;60;20/09/2025;35
25858852;Este;Entire home/apt;67,00 ;2;59;20/08/2025;78
29522962;Centro;Entire home/apt;75,00 ;2;42;25/08/2025;192
40795766;Centro;Entire home/apt;103,00 ;1;42;16/06/2025;333
42311558;Centro;Entire home/apt;89,00 ;1;36;20/09/2025;215
43539347;Centro;Entire home/apt;144,00 ;1;42;24/08/2025;165
52911245;Este;Entire home/apt;80,00 ;3;32;12/09/2025;243
668845888112132000;Centro;Entire home/apt;69,00 ;2;26;25/09/2025;32
670710140983619000;Carretera de Cadiz;Entire home/apt;101,00 ;1;26;13/09/2025;11
673018260615150000;Centro;Entire home/apt;116,00 ;1;25;24/08/2025;350
677206213086794000;Cruz De Humilladero;Entire home/apt;83,00 ;2;26;28/09/2025;82
772474023925782000;Este;Entire home/apt;114,00 ;5;22;18/09/2025;186
794790743018241000;Carretera de Cadiz;Entire home/apt;93,00 ;4;17;19/09/2025;351
812922284784207000;Este;Entire home/apt;77,00 ;1;21;20/09/2025;232
830843338894527000;Centro;Entire home/apt;106,00 ;1;21;05/09/2025;332
831836297789284000;Este;Entire home/apt;93,00 ;4;21;14/09/2025;158
897602091378392000;Este;Entire home/apt;170,00 ;3;18;01/08/2025;118
897802338641730000;Teatinos-Universidad;Entire home/apt;133,00 ;4;18;30/08/2025;65
914426261593001000;Centro;Entire home/apt;85,00 ;3;17;12/09/2025;44
914919748942653000;Centro;Entire home/apt;122,00 ;1;17;27/06/2025;79
1151186387443050000;Carretera de Cadiz;Entire home/apt;175,00 ;2;11;25/08/2025;229
1201945186188470000;Centro;Entire home/apt;100,00 ;1;9;19/07/2025;75
1247656749535690000;Centro;Entire home/apt;96,00 ;1;8;22/08/2025;21
1271570053443180000;Este;Entire home/apt;85,00 ;5;5;19/09/2025;25
1279494312089370000;Centro;Entire home/apt;78,00 ;1;6;20/08/2025;350
1291342952464190000;Cruz De Humilladero;Entire home/apt;101,00 ;4;4;16/08/2025;152
1366591812975700000;Centro;Entire home/apt;80,00 ;1;1;17/08/2025;47
1381792551859560000;Centro;Entire home/apt;82,00 ;1;2;26/09/2025;345
1420117893262660000;Centro;Entire home/apt;58,00 ;1;1;17/08/2025;304
1447019503280680000;Centro;Entire home/apt;185,00 ;3;1;17/08/2025;364
1449310024771580000;Centro;Entire home/apt;110,00 ;1;2;12/07/2025;349
1472220944464360000;Bailen-Miraflores;Entire home/apt;88,00 ;1;1;17/08/2025;304
1477582283755290000;Cruz De Humilladero;Entire home/apt;221,00 ;1;1;17/08/2025;365
11257496;Este;Entire home/apt;80,00 ;1;79;03/09/2025;325
35339183;Centro;Entire home/apt;214,00 ;2;52;29/06/2025;180
638855042971573000;Este;Entire home/apt;95,00 ;4;25;08/09/2025;216
673596195917917000;Centro;Entire home/apt;155,00 ;1;26;05/06/2025;171
702599525181889000;Este;Entire home/apt;102,00 ;4;1;18/08/2025;176
945373675550458000;Centro;Entire home/apt;85,00 ;2;7;28/09/2025;244
960573912290192000;Este;Private room;42,00 ;2;17;02/09/2025;148
1025234761415390000;Cruz De Humilladero;Entire home/apt;120,00 ;1;15;24/06/2025;233
1043537983416960000;Centro;Entire home/apt;46,00 ;1;13;29/09/2025;126
1059204353714440000;Ciudad Jardin;Entire home/apt;434,00 ;1;13;21/09/2025;278
1087019225385180000;Centro;Entire home/apt;93,00 ;1;4;24/08/2025;188
1089096579765370000;Centro;Entire home/apt;80,00 ;3;12;21/07/2025;334
1147666145546030000;Cruz De Humilladero;Entire home/apt;67,00 ;1;1;18/08/2025;229
1177581741232320000;Centro;Entire home/apt;227,00 ;3;10;28/09/2025;293
1212140539629950000;Carretera de Cadiz;Entire home/apt;187,00 ;2;9;18/08/2025;71
1281403560454480000;Centro;Entire home/apt;138,00 ;1;7;10/09/2025;30
1300609527041200000;Centro;Entire home/apt;124,00 ;1;5;27/04/2025;239
1344047868438650000;Centro;Entire home/apt;200,00 ;1;4;30/04/2025;181
1366199723462210000;Ciudad Jardin;Entire home/apt;88,00 ;3;3;20/08/2025;327
1405825622465250000;Centro;Entire home/apt;154,00 ;1;3;27/09/2025;153
1460748223107120000;Centro;Entire home/apt;137,00 ;1;1;18/08/2025;356
15787676;Cruz De Humilladero;Entire home/apt;76,00 ;15;70;06/08/2025;140
27889378;Centro;Entire home/apt;66,00 ;2;59;21/07/2025;40
29788036;Este;Entire home/apt;214,00 ;6;57;14/06/2025;277
33363575;Carretera de Cadiz;Entire home/apt;140,00 ;2;54;27/07/2025;51
41613186;Centro;Entire home/apt;122,00 ;1;34;14/08/2025;339
54336339;Centro;Entire home/apt;104,00 ;1;31;20/05/2025;336
613511893408618000;Centro;Entire home/apt;69,00 ;1;28;30/04/2025;255
634453591928936000;Centro;Entire home/apt;165,00 ;2;26;04/05/2025;266
704997675858496000;Centro;Entire home/apt;189,00 ;2;24;13/06/2025;63
769974754647238000;Carretera de Cadiz;Entire home/apt;79,00 ;1;21;10/09/2025;319
833054472456824000;Centro;Entire home/apt;63,00 ;1;18;24/09/2025;248
892446662083901000;Centro;Entire home/apt;135,00 ;1;19;31/07/2025;225
914389220716950000;Centro;Entire home/apt;73,00 ;1;19;16/08/2025;364
927374616650943000;Centro;Entire home/apt;98,00 ;1;18;16/09/2025;45
947076123567207000;Centro;Private room;43,00 ;1;18;25/08/2025;26
1005025521124700000;Centro;Entire home/apt;124,00 ;1;8;12/09/2025;88
1011438261037790000;Centro;Entire home/apt;294,00 ;1;16;07/09/2025;300
1064508315147980000;Centro;Entire home/apt;153,00 ;1;12;06/06/2025;193
1071806292292890000;Palma-Palmilla;Entire home/apt;82,00 ;3;13;28/09/2025;365
1126809658726090000;Centro;Entire home/apt;155,00 ;2;11;12/08/2025;1
1130201735428300000;Centro;Entire home/apt;105,00 ;1;11;15/07/2025;251
1170772926706090000;Centro;Entire home/apt;75,00 ;3;11;09/09/2025;44
1187529385301440000;Bailen-Miraflores;Private room;18,00 ;20;4;05/08/2025;187
1190704365084220000;Este;Entire home/apt;95,00 ;1;10;13/07/2025;362
1236265160741690000;Centro;Entire home/apt;135,00 ;1;4;21/09/2025;336
1258813793774090000;Bailen-Miraflores;Entire home/apt;76,00 ;1;8;01/09/2025;362
1267909010668740000;Centro;Entire home/apt;121,00 ;1;7;22/05/2025;364
1268708466850960000;Churriana;Entire home/apt;450,00 ;2;2;21/09/2025;270
1405691784091790000;Centro;Entire home/apt;80,00 ;1;3;15/09/2025;327
1451513240941840000;Centro;Entire home/apt;99,00 ;1;2;30/08/2025;351
550804;Centro;Entire home/apt;86,00 ;5;105;28/08/2025;110
14961316;Centro;Entire home/apt;100,00 ;1;37;23/09/2025;319
23576570;Centro;Entire home/apt;154,00 ;1;64;07/07/2025;92
33155159;Carretera de Cadiz;Entire home/apt;139,00 ;3;55;23/09/2025;237
35170855;Centro;Private room;98,00 ;1;44;27/08/2025;24
35425089;Bailen-Miraflores;Entire home/apt;150,00 ;1;53;24/05/2025;2
37213262;Centro;Entire home/apt;105,00 ;1;52;26/09/2025;259
37937454;Centro;Entire home/apt;69,00 ;1;44;26/05/2025;158
39736642;Centro;Entire home/apt;267,00 ;3;42;31/05/2025;79
42058092;Teatinos-Universidad;Private room;47,00 ;1;48;24/08/2025;159
43997592;Centro;Entire home/apt;168,00 ;1;44;13/07/2025;175
49744414;Centro;Entire home/apt;63,00 ;1;37;26/08/2025;58
594052285933881000;Bailen-Miraflores;Entire home/apt;94,00 ;2;5;15/08/2025;224
632961530971519000;Carretera de Cadiz;Entire home/apt;159,00 ;2;26;31/05/2025;301
669345917221031000;Centro;Entire home/apt;68,00 ;1;27;14/08/2025;83
677200597356095000;Centro;Entire home/apt;71,00 ;2;22;04/09/2025;334
681754613318930000;Centro;Private room;57,00 ;1;23;02/09/2025;334
856304825573578000;Centro;Entire home/apt;91,00 ;2;21;08/09/2025;108
922992051718488000;Centro;Entire home/apt;93,00 ;1;19;28/07/2025;319
953367339663481000;Churriana;Entire home/apt;174,00 ;5;14;27/07/2025;353
1020942947841200000;Este;Private room;33,00 ;1;16;26/07/2025;350
1094706947658470000;Centro;Entire home/apt;185,00 ;1;11;19/08/2025;332
1136076441119340000;Carretera de Cadiz;Entire home/apt;55,00 ;1;11;02/08/2025;59
1198273331506150000;Carretera de Cadiz;Entire home/apt;102,00 ;1;10;03/06/2025;365
1208810020467000000;Centro;Entire home/apt;390,00 ;3;10;17/05/2025;108
1345535856079530000;Carretera de Cadiz;Entire home/apt;108,00 ;4;5;16/09/2025;7
1359233346675800000;Centro;Entire home/apt;98,00 ;2;5;15/09/2025;348
1424474846380470000;Este;Entire home/apt;110,00 ;3;2;14/07/2025;222
1451501037183890000;Centro;Entire home/apt;110,00 ;1;2;10/09/2025;353
1461458943700310000;Carretera de Cadiz;Entire home/apt;58,00 ;1;1;19/08/2025;337
655701;Churriana;Entire home/apt;81,00 ;2;96;25/08/2025;305
1403375;Carretera de Cadiz;Entire home/apt;80,00 ;5;104;19/09/2025;14
3823302;Centro;Entire home/apt;114,00 ;2;96;22/08/2025;359
16696963;Centro;Entire home/apt;73,00 ;4;73;15/08/2025;103
23320935;Centro;Entire home/apt;81,00 ;1;33;07/09/2025;338
35530946;Centro;Entire home/apt;200,00 ;1;54;08/09/2025;202
46811309;Este;Entire home/apt;166,00 ;4;38;20/09/2025;190
48968474;Centro;Entire home/apt;101,00 ;1;38;12/09/2025;29
51721630;Centro;Entire home/apt;92,00 ;1;33;10/08/2025;293
593968390603564000;Centro;Entire home/apt;103,00 ;1;30;14/03/2025;18
748583321087336000;Centro;Entire home/apt;107,00 ;3;21;05/09/2025;259
803545264303312000;Centro;Entire home/apt;80,00 ;3;22;19/09/2025;82
893428127465710000;Centro;Entire home/apt;94,00 ;4;20;10/08/2025;340
917337730415457000;Este;Entire home/apt;156,00 ;3;19;24/08/2025;267
956200803208629000;Este;Entire home/apt;358,00 ;1;18;21/07/2025;313
1025958622418500000;Carretera de Cadiz;Entire home/apt;169,00 ;1;16;20/09/2025;313
1132499884175500000;Centro;Entire home/apt;92,00 ;1;12;21/03/2025;200
1191868318132440000;Churriana;Entire home/apt;420,00 ;5;2;27/08/2025;312
1263649252481030000;Centro;Entire home/apt;186,00 ;1;8;14/06/2025;260
1265199321894830000;Centro;Private room;78,00 ;2;8;01/02/2025;153
1274701308844750000;Este;Entire home/apt;87,00 ;3;7;30/08/2025;187
1283202257929210000;Este;Entire home/apt;324,00 ;1;4;02/08/2025;172
1285482333111330000;Centro;Entire home/apt;103,00 ;2;7;21/07/2025;354
1340450592646210000;Centro;Entire home/apt;193,00 ;2;3;06/08/2025;115
1363147353229960000;Centro;Entire home/apt;94,00 ;2;1;20/08/2025;324
1414638502844290000;Carretera de Cadiz;Entire home/apt;120,00 ;3;1;20/08/2025;269
5181473;Este;Entire home/apt;68,00 ;3;92;15/06/2025;239
9829686;Centro;Entire home/apt;180,00 ;7;80;12/04/2025;272
15031780;Centro;Entire home/apt;100,00 ;1;66;13/09/2025;336
17809900;Cruz De Humilladero;Entire home/apt;170,00 ;3;73;08/09/2025;317
19534103;Cruz De Humilladero;Entire home/apt;240,00 ;2;71;07/07/2025;325
19539007;Centro;Entire home/apt;83,00 ;3;61;31/08/2025;167
21481299;Centro;Entire home/apt;82,00 ;28;66;29/06/2025;84
21890588;Centro;Entire home/apt;115,00 ;1;64;24/02/2025;76
33977794;Centro;Entire home/apt;120,00 ;1;56;09/04/2025;320
36866791;Bailen-Miraflores;Entire home/apt;61,00 ;7;54;26/08/2025;362
644535729304964000;Ciudad Jardin;Entire home/apt;81,00 ;2;29;16/08/2025;334
654770564518151000;Carretera de Cadiz;Entire home/apt;120,00 ;1;27;03/08/2025;264
754777918470033000;Centro;Entire home/apt;128,00 ;2;25;05/09/2025;168
789096081293895000;Centro;Entire home/apt;155,00 ;3;24;19/03/2025;61
832419148410236000;Este;Entire home/apt;251,00 ;1;19;08/09/2025;132
901478734313588000;Este;Entire home/apt;99,00 ;2;20;14/09/2025;17
942755928338367000;Este;Entire home/apt;135,00 ;4;11;31/08/2025;121
1082579484673670000;Centro;Entire home/apt;108,00 ;1;13;22/09/2025;75
1115297246975310000;Palma-Palmilla;Entire home/apt;155,00 ;1;12;23/06/2025;356
1134144426422430000;Centro;Entire home/apt;110,00 ;2;12;04/09/2025;126
1182466536156710000;Carretera de Cadiz;Entire home/apt;99,00 ;5;11;18/08/2025;304
1198531000345730000;Centro;Entire home/apt;78,00 ;1;10;30/08/2025;350
1322652489543410000;Cruz De Humilladero;Private room;31,00 ;15;6;20/06/2025;242
1345576753501990000;Bailen-Miraflores;Private room;21,00 ;15;5;31/08/2025;282
2188247;Centro;Entire home/apt;79,00 ;4;103;24/08/2025;314
3936665;Este;Entire home/apt;113,00 ;3;93;22/07/2025;296
12900103;Churriana;Entire home/apt;120,00 ;5;82;31/07/2025;364
18156753;Bailen-Miraflores;Entire home/apt;72,00 ;1;75;17/04/2025;341
40360275;Este;Entire home/apt;418,00 ;1;38;14/09/2025;326
53038658;Centro;Entire home/apt;110,00 ;2;35;26/09/2025;37
587563698143139000;Este;Entire home/apt;99,00 ;7;22;23/06/2025;232
673281975336818000;Palma-Palmilla;Private room;25,00 ;7;20;03/08/2025;354
683291115835468000;Centro;Entire home/apt;104,00 ;1;28;05/09/2025;184
688342839049593000;Centro;Entire home/apt;104,00 ;2;26;25/08/2025;287
725224449049872000;Centro;Entire home/apt;75,00 ;1;26;04/08/2025;270
735379022514481000;Centro;Entire home/apt;70,00 ;2;26;08/09/2025;123
769996704810162000;Carretera de Cadiz;Entire home/apt;136,00 ;1;25;06/07/2025;305
856411708055824000;Centro;Entire home/apt;73,00 ;2;22;18/09/2025;333
859200968644841000;Teatinos-Universidad;Entire home/apt;131,00 ;6;22;30/08/2025;39
877572133740139000;Bailen-Miraflores;Entire home/apt;56,00 ;7;20;23/08/2025;135
889570699930987000;Centro;Entire home/apt;115,00 ;4;17;31/08/2025;144
975854564988155000;Centro;Entire home/apt;76,00 ;1;18;05/09/2025;245
1003665987217750000;Centro;Entire home/apt;94,00 ;2;16;16/08/2025;196
1032514558941590000;Centro;Entire home/apt;114,00 ;5;16;07/09/2025;63
1050118252459320000;Este;Entire home/apt;117,00 ;1;14;28/09/2025;254
1065861873966480000;Centro;Entire home/apt;145,00 ;2;14;06/06/2025;161
1094864191619080000;Centro;Entire home/apt;147,00 ;1;14;27/08/2025;320
1110156834494080000;Centro;Entire home/apt;126,00 ;1;6;25/08/2025;311
1125889065048280000;Este;Entire home/apt;103,00 ;1;13;21/08/2025;302
1147671386631900000;Bailen-Miraflores;Entire home/apt;66,00 ;1;3;24/08/2025;337
1148479992342830000;Centro;Entire home/apt;326,00 ;1;12;04/09/2025;270
1157880473792610000;Centro;Entire home/apt;122,00 ;2;10;12/09/2025;70
1166438000397210000;Centro;Entire home/apt;87,00 ;1;11;31/08/2025;353
1180581935562480000;Centro;Entire home/apt;108,00 ;1;11;31/07/2025;326
1199028572472000000;Centro;Private room;189,00 ;1;10;04/09/2025;317
1201260712964940000;Centro;Entire home/apt;74,00 ;1;10;05/07/2025;307
1213730406198750000;Centro;Entire home/apt;205,00 ;1;4;29/08/2025;44
1217147533175290000;Bailen-Miraflores;Entire home/apt;86,00 ;1;10;07/07/2025;71
1222328535539540000;Cruz De Humilladero;Entire home/apt;127,00 ;1;10;10/09/2025;324
1223381362885520000;Centro;Entire home/apt;110,00 ;1;10;10/07/2025;154
1395488530570070000;Cruz De Humilladero;Entire home/apt;68,00 ;1;4;01/09/2025;260
1405637480367510000;Centro;Entire home/apt;188,00 ;1;3;17/08/2025;309
17651713;Centro;Entire home/apt;146,00 ;2;76;08/01/2025;90
22564835;Centro;Entire home/apt;102,00 ;1;64;13/09/2025;137
26744011;Ciudad Jardin;Entire home/apt;466,00 ;1;65;29/08/2025;309
32523474;Este;Entire home/apt;88,00 ;4;28;15/09/2025;253
44025975;Centro;Entire home/apt;102,00 ;1;37;19/09/2025;304
50170626;Palma-Palmilla;Private room;33,00 ;2;38;23/07/2025;289
51721074;Centro;Entire home/apt;78,00 ;2;36;28/09/2025;303
659352294168158000;Carretera de Cadiz;Entire home/apt;125,00 ;2;29;28/08/2025;29
670691958345398000;Centro;Entire home/apt;95,00 ;1;29;18/05/2025;325
692667769106363000;Este;Entire home/apt;86,00 ;4;27;09/09/2025;79
767106238161655000;Carretera de Cadiz;Entire home/apt;83,00 ;1;24;26/08/2025;356
894085925069735000;Centro;Entire home/apt;324,00 ;3;21;26/07/2025;108
945695584809613000;Centro;Entire home/apt;230,00 ;3;19;06/09/2025;213
1041907455817800000;Carretera de Cadiz;Entire home/apt;135,00 ;4;15;31/08/2025;266
1110161526888520000;Este;Entire home/apt;67,00 ;1;13;31/07/2025;261
1186357096473900000;Este;Entire home/apt;79,00 ;3;11;28/07/2025;4
1187631422700050000;Bailen-Miraflores;Private room;39,00 ;20;5;01/09/2025;237
1190422761605580000;Centro;Private room;48,00 ;1;2;11/08/2025;304
1218669434739870000;Centro;Entire home/apt;51,00 ;14;2;01/08/2025;327
1257750789125670000;Centro;Entire home/apt;118,00 ;1;3;01/08/2025;5
1278158169298970000;Centro;Entire home/apt;143,00 ;1;8;07/09/2025;96
1287565631282800000;Centro;Entire home/apt;114,00 ;1;7;16/09/2025;259
1425239608225920000;Este;Entire home/apt;160,00 ;1;3;08/08/2025;225
5008911;Centro;Entire home/apt;120,00 ;4;96;13/09/2025;109
27017023;Este;Entire home/apt;64,00 ;1;66;20/09/2025;346
29565156;Centro;Entire home/apt;136,00 ;1;62;21/09/2025;210
37007273;Centro;Entire home/apt;71,00 ;3;56;01/09/2025;81
42691165;Centro;Entire home/apt;98,00 ;1;42;21/09/2025;355
49805491;Este;Entire home/apt;169,00 ;4;29;20/09/2025;305
53710240;Bailen-Miraflores;Entire home/apt;91,00 ;2;34;17/08/2025;343
569237001005836000;Centro;Entire home/apt;132,00 ;1;32;14/09/2025;264
878101996595132000;Centro;Entire home/apt;107,00 ;3;21;05/09/2025;210
973113920707277000;Centro;Entire home/apt;180,00 ;3;14;21/08/2025;25
988201100474442000;Centro;Entire home/apt;82,00 ;3;18;27/07/2025;78
1088516506717610000;Centro;Private room;58,00 ;14;8;11/09/2025;30
1181782970600910000;Centro;Entire home/apt;63,00 ;1;11;08/09/2025;19
1186791460587370000;Centro;Entire home/apt;111,00 ;1;11;10/08/2025;357
1204178457868330000;Palma-Palmilla;Entire home/apt;103,00 ;4;9;13/08/2025;332
1284720632340220000;Centro;Entire home/apt;189,00 ;1;6;30/06/2025;302
1295560649885640000;Este;Entire home/apt;96,00 ;1;5;06/08/2025;327
1307842960245800000;Centro;Entire home/apt;76,00 ;1;5;20/07/2025;347
1372682615085520000;Centro;Entire home/apt;115,00 ;1;5;31/07/2025;341
1396930068292200000;Centro;Entire home/apt;175,00 ;1;4;25/05/2025;268
1449892841507840000;Centro;Entire home/apt;83,00 ;1;2;22/09/2025;335
1470307231159680000;Centro;Entire home/apt;212,00 ;1;1;22/08/2025;319
20447249;Carretera de Cadiz;Entire home/apt;153,00 ;20;74;05/05/2025;68
23924964;Bailen-Miraflores;Private room;27,00 ;30;23;26/08/2025;29
33993551;Bailen-Miraflores;Entire home/apt;58,00 ;7;59;15/09/2025;338
40798405;Centro;Entire home/apt;86,00 ;3;52;15/03/2025;283
41601780;Centro;Entire home/apt;65,00 ;1;40;11/02/2025;363
43907956;Centro;Entire home/apt;140,00 ;1;47;29/09/2025;167
44423263;Centro;Entire home/apt;281,00 ;1;44;15/06/2025;183
47447821;Centro;Entire home/apt;156,00 ;1;42;21/08/2025;186
50991932;Carretera de Cadiz;Private room;38,00 ;2;13;29/09/2025;87
53720908;Centro;Private room;36,00 ;1;35;09/09/2025;16
607783526733187000;Carretera de Cadiz;Entire home/apt;175,00 ;1;30;09/07/2025;304
659032413070131000;Centro;Private room;36,00 ;6;29;11/09/2025;80
755580855850821000;Este;Entire home/apt;230,00 ;3;22;10/08/2025;335
861238834196271000;Centro;Entire home/apt;408,00 ;1;22;13/09/2025;211
876750153918443000;Centro;Entire home/apt;228,00 ;2;22;14/09/2025;206
1009125742573980000;Centro;Entire home/apt;165,00 ;1;16;06/09/2025;248
1009148139917570000;Centro;Entire home/apt;91,00 ;1;17;24/08/2025;127
1033943139815630000;Centro;Entire home/apt;85,00 ;3;14;26/08/2025;257
1051504795424970000;Carretera de Cadiz;Entire home/apt;116,00 ;2;15;12/09/2025;305
1079620264408300000;Centro;Entire home/apt;105,00 ;4;15;06/07/2025;311
1109189787233470000;Centro;Entire home/apt;135,00 ;2;14;18/05/2025;136
1120893763280360000;Bailen-Miraflores;Entire home/apt;58,00 ;1;12;16/09/2025;341
1128094106697650000;Carretera de Cadiz;Entire home/apt;136,00 ;3;13;02/07/2025;117
1165360376724500000;Centro;Private room;46,00 ;14;8;15/09/2025;38
1186125888612990000;Centro;Entire home/apt;77,00 ;4;11;21/09/2025;300
1192017846987500000;Centro;Entire home/apt;76,00 ;1;10;24/08/2025;287
1197050758161800000;Centro;Entire home/apt;126,00 ;1;11;29/08/2025;148
1278206000553120000;Centro;Entire home/apt;133,00 ;1;8;28/09/2025;234
1284622838720380000;Centro;Entire home/apt;77,00 ;1;7;20/09/2025;300
1302945691915400000;Centro;Entire home/apt;122,00 ;2;6;07/08/2025;43
1322665327443670000;Cruz De Humilladero;Private room;31,00 ;15;6;28/06/2025;242
1368104575307240000;Cruz De Humilladero;Entire home/apt;80,00 ;1;4;20/07/2025;296
11121112;Centro;Entire home/apt;120,00 ;4;89;09/09/2025;241
18049839;Este;Private room;57,00 ;2;79;24/03/2025;34
19193646;Centro;Entire home/apt;360,00 ;1;76;21/01/2025;80
29024633;Centro;Entire home/apt;101,00 ;1;65;22/03/2025;295
36168676;Centro;Entire home/apt;140,00 ;6;58;27/09/2025;106
51296202;Cruz De Humilladero;Entire home/apt;77,00 ;2;39;09/08/2025;117
640368158249974000;Centro;Entire home/apt;378,00 ;1;27;27/05/2025;218
663467415738032000;Centro;Entire home/apt;119,00 ;2;30;21/09/2025;361
663556562118042000;Centro;Private room;39,00 ;6;30;17/09/2025;66
665706549640811000;Centro;Entire home/apt;137,00 ;1;30;12/08/2025;330
671457546659483000;Centro;Entire home/apt;138,00 ;1;29;24/09/2025;293
695051153816086000;Bailen-Miraflores;Entire home/apt;196,00 ;1;4;10/06/2025;352
824059505597997000;Centro;Entire home/apt;111,00 ;2;24;06/08/2025;147
837002227523115000;Centro;Private room;36,00 ;2;24;01/09/2025;89
917931340882089000;Centro;Entire home/apt;122,00 ;2;21;23/03/2025;20
1069561198690560000;Centro;Entire home/apt;100,00 ;1;15;31/07/2025;324
1084493990638380000;Churriana;Entire home/apt;113,00 ;3;13;21/09/2025;200
1132530986218130000;Centro;Entire home/apt;55,00 ;1;11;30/08/2025;74
1162359917653950000;Churriana;Entire home/apt;67,00 ;2;12;28/09/2025;143
1167393013665110000;Centro;Entire home/apt;111,00 ;2;12;01/08/2025;343
1176191076587580000;Centro;Entire home/apt;100,00 ;1;12;02/01/2025;92
1186966590288880000;Centro;Entire home/apt;80,00 ;1;11;30/08/2025;235
1264201579351000000;Cruz De Humilladero;Private room;39,00 ;1;1;23/08/2025;10
1268765875011130000;Este;Entire home/apt;86,00 ;1;7;24/08/2025;362
1287657737924100000;Centro;Entire home/apt;83,00 ;1;8;28/09/2025;338
1363885164511360000;Cruz De Humilladero;Private room;104,00 ;1;1;23/08/2025;96
1431011692420260000;Centro;Entire home/apt;60,00 ;1;2;29/07/2025;365
1455651356507200000;Carretera de Cadiz;Entire home/apt;125,00 ;1;2;21/07/2025;304
18941776;Centro;Entire home/apt;99,00 ;1;66;02/09/2025;116
24384019;Carretera de Cadiz;Entire home/apt;122,00 ;2;69;13/09/2025;106
26418169;Centro;Entire home/apt;67,00 ;3;69;24/09/2025;296
29786842;Este;Entire home/apt;114,00 ;5;64;21/08/2025;236
37522729;Centro;Entire home/apt;170,00 ;3;58;09/08/2025;62
40450690;Centro;Entire home/apt;75,00 ;2;53;26/03/2025;221
49706069;Centro;Entire home/apt;119,00 ;2;41;14/09/2025;337
596769349819760000;Centro;Entire home/apt;198,00 ;1;33;02/09/2025;342
783036425824963000;Carretera de Cadiz;Entire home/apt;97,00 ;4;25;15/09/2025;344
816536079081256000;Centro;Entire home/apt;58,00 ;1;25;24/08/2025;321
1013598676505900000;Bailen-Miraflores;Entire home/apt;92,00 ;1;16;21/09/2025;208
1045076795826260000;Centro;Entire home/apt;79,00 ;4;16;15/09/2025;141
1098652214395390000;Centro;Entire home/apt;293,00 ;1;13;23/06/2025;33
1110631991819560000;Centro;Entire home/apt;113,00 ;1;3;24/08/2025;335
1113029853446390000;Centro;Entire home/apt;222,00 ;3;14;27/04/2025;120
1118079977896430000;Este;Entire home/apt;98,00 ;2;14;31/07/2025;234
1149271394148640000;Palma-Palmilla;Entire home/apt;124,00 ;2;13;30/05/2025;355
1183188061239390000;Centro;Entire home/apt;116,00 ;1;12;11/09/2025;363
1307772550879920000;Este;Entire home/apt;122,00 ;7;7;26/08/2025;304
