id;neighbourhood;room_type;price;minimum_nights;number_of_reviews;last_review;availability_365
1325308533860690000;Centro;Entire home/apt;114,00 ;3;3;15/09/2025;123
1396257446513650000;Carretera de Cadiz;Entire home/apt;65,00 ;1;3;16/09/2025;364
1419378604407260000;Cruz De Humilladero;Entire home/apt;94,00 ;3;3;24/08/2025;2
1446242665665970000;Centro;Entire home/apt;69,00 ;1;3;09/09/2025;267
1449321573821470000;Centro;Entire home/apt;109,00 ;1;3;27/07/2025;352
13655859;Carretera de Cadiz;Entire home/apt;84,00 ;4;139;18/09/2025;301
17336527;Carretera de Cadiz;Entire home/apt;70,00 ;5;128;19/09/2025;175
23446530;Centro;Entire home/apt;149,00 ;4;113;03/08/2025;102
23747895;Centro;Entire home/apt;137,00 ;3;113;21/07/2025;107
24254921;Centro;Entire home/apt;50,00 ;3;113;17/09/2025;159
28401731;Centro;Entire home/apt;112,00 ;2;97;17/08/2025;91
32654551;Este;Entire home/apt;141,00 ;6;98;17/09/2025;169
35312627;Centro;Entire home/apt;151,00 ;2;95;03/08/2025;348
36017660;Este;Entire home/apt;148,00 ;2;93;12/09/2025;43
36758204;Centro;Entire home/apt;99,00 ;2;93;05/09/2025;228
37322834;Este;Private room;27,00 ;7;93;25/09/2025;155
44475979;Centro;Private room;26,00 ;3;78;15/09/2025;20
763721350851395000;Centro;Entire home/apt;101,00 ;2;39;08/09/2025;344
943353894294760000;Este;Entire home/apt;105,00 ;4;32;26/09/2025;309
1165249480415360000;Teatinos-Universidad;Private room;37,00 ;3;20;10/08/2025;331
1205837304129570000;Puerto de la Torre;Private room;34,00 ;1;17;28/09/2025;163
1349930196734500000;Centro;Entire home/apt;84,00 ;1;8;29/08/2025;56
1349930197768690000;Centro;Entire home/apt;94,00 ;1;9;28/09/2025;47
1352336693419750000;Carretera de Cadiz;Private room;34,00 ;2;9;28/09/2025;176
1378850400918050000;Centro;Entire home/apt;73,00 ;1;4;12/09/2025;39
1397716639301650000;Centro;Entire home/apt;46,00 ;1;7;06/09/2025;141
1407293684602900000;Centro;Entire home/apt;124,00 ;1;6;30/08/2025;137
5614701;Centro;Entire home/apt;70,00 ;3;159;26/06/2025;59
16431591;Centro;Entire home/apt;98,00 ;1;133;21/08/2025;339
20089423;Centro;Entire home/apt;172,00 ;2;124;14/09/2025;258
20407231;Este;Entire home/apt;69,00 ;1;123;21/09/2025;346
24848224;Cruz De Humilladero;Private room;51,00 ;3;112;01/08/2025;76
28315432;Centro;Entire home/apt;115,00 ;4;107;27/03/2025;109
31552264;Centro;Entire home/apt;81,00 ;1;99;11/09/2025;77
43997609;Centro;Entire home/apt;205,00 ;1;78;14/09/2025;274
48849692;Centro;Entire home/apt;77,00 ;1;68;19/08/2025;295
48949761;Centro;Entire home/apt;94,00 ;1;66;16/08/2025;243
50398666;Cruz De Humilladero;Entire home/apt;157,00 ;1;65;17/09/2025;283
50437663;Centro;Entire home/apt;123,00 ;2;64;15/09/2025;332
644483545943295000;Centro;Entire home/apt;68,00 ;2;49;21/09/2025;341
654768777156559000;Centro;Entire home/apt;105,00 ;2;47;27/09/2025;304
752188900517550000;Este;Entire home/apt;250,00 ;7;42;01/09/2025;24
911575288704160000;Centro;Entire home/apt;59,00 ;1;35;21/09/2025;325
983389204773981000;Centro;Private room;57,00 ;1;12;11/09/2025;323
1025027885803720000;Carretera de Cadiz;Entire home/apt;102,00 ;2;18;24/08/2025;194
1084660207715870000;Centro;Private room;49,00 ;5;24;23/08/2025;71
1106654653732280000;Centro;Entire home/apt;301,00 ;2;21;14/09/2025;96
1117155740390990000;Carretera de Cadiz;Entire home/apt;99,00 ;2;20;21/09/2025;237
1262854336705310000;Este;Entire home/apt;90,00 ;1;12;28/08/2025;254
1315922666722700000;Centro;Entire home/apt;64,00 ;1;11;25/09/2025;300
1354396074469200000;Centro;Shared room;45,00 ;1;3;11/09/2025;294
1363889325925520000;Carretera de Cadiz;Entire home/apt;145,00 ;3;8;14/09/2025;356
1371060046795100000;Centro;Entire home/apt;69,00 ;1;7;23/07/2025;96
1453740327042300000;Centro;Entire home/apt;120,00 ;1;2;27/09/2025;308
5189296;Centro;Entire home/apt;419,00 ;3;158;23/06/2025;63
23737362;Carretera de Cadiz;Entire home/apt;68,00 ;30;115;06/09/2025;281
26316147;Centro;Entire home/apt;88,00 ;5;110;23/05/2025;242
26556131;Centro;Private room;76,00 ;4;99;25/09/2025;349
44437895;Carretera de Cadiz;Entire home/apt;93,00 ;1;38;10/09/2025;360
47838987;Centro;Entire home/apt;99,00 ;2;49;12/09/2025;221
51581485;Centro;Entire home/apt;95,00 ;2;63;14/09/2025;276
51760021;Centro;Entire home/apt;99,00 ;1;61;12/09/2025;292
596074502019866000;Centro;Entire home/apt;104,00 ;1;52;07/07/2025;319
698412928196410000;Centro;Entire home/apt;188,00 ;3;47;26/09/2025;174
791299794228071000;Centro;Entire home/apt;63,00 ;5;34;24/08/2025;254
794202063597209000;Carretera de Cadiz;Entire home/apt;82,00 ;2;40;14/09/2025;290
810737046729178000;Centro;Entire home/apt;186,00 ;1;41;14/09/2025;253
1116097189152060000;Este;Entire home/apt;70,00 ;2;23;22/08/2025;165
1120083567323720000;Centro;Entire home/apt;157,00 ;1;19;30/07/2025;325
1135370099842770000;Centro;Entire home/apt;65,00 ;1;10;02/08/2025;80
1180507791756510000;Centro;Entire home/apt;77,00 ;4;18;06/09/2025;244
1196840430987090000;Carretera de Cadiz;Entire home/apt;180,00 ;3;18;11/09/2025;177
1260012200171980000;Carretera de Cadiz;Entire home/apt;116,00 ;3;6;31/08/2025;349
1284648369773100000;Centro;Entire home/apt;74,00 ;1;13;17/09/2025;304
1339875465149100000;Carretera de Cadiz;Entire home/apt;1.717,00 ;3;8;18/08/2025;325
1344855065172240000;Carretera de Cadiz;Entire home/apt;90,00 ;2;8;16/08/2025;145
1393590548224180000;Carretera de Cadiz;Entire home/apt;101,00 ;3;6;29/08/2025;9
19975927;Centro;Entire home/apt;93,00 ;4;126;30/08/2025;75
20586709;Centro;Private room;46,00 ;2;125;05/07/2025;67
29523000;Centro;Entire home/apt;77,00 ;2;107;30/08/2025;214
34266519;Centro;Entire home/apt;138,00 ;1;99;07/07/2025;330
39377416;Centro;Entire home/apt;161,00 ;1;90;24/09/2025;211
47960360;Centro;Entire home/apt;157,00 ;4;58;20/09/2025;165
50039165;Carretera de Cadiz;Entire home/apt;116,00 ;1;67;19/09/2025;214
52574549;Este;Entire home/apt;68,00 ;4;60;29/09/2025;196
574640237309928000;Centro;Entire home/apt;85,00 ;3;55;04/05/2025;102
629081471358372000;Palma-Palmilla;Private room;25,00 ;3;51;15/09/2025;354
646709610138209000;Este;Entire home/apt;97,00 ;1;51;10/09/2025;253
793111368022037000;Centro;Entire home/apt;109,00 ;1;40;18/06/2025;320
871595159325068000;Centro;Entire home/apt;396,00 ;1;34;09/09/2025;270
890330280462311000;Centro;Entire home/apt;137,00 ;1;36;09/09/2025;329
920040277221041000;Centro;Entire home/apt;121,00 ;4;34;02/09/2025;102
953642858777592000;Este;Entire home/apt;150,00 ;1;30;15/09/2025;115
994826939611292000;Centro;Entire home/apt;103,00 ;1;24;06/09/2025;152
1023220201855180000;Centro;Entire home/apt;124,00 ;1;20;17/09/2025;353
1029603097663540000;Carretera de Cadiz;Entire home/apt;67,00 ;2;27;05/09/2025;282
1056480591998750000;Centro;Entire home/apt;54,00 ;1;9;18/09/2025;324
1072341869884830000;Centro;Entire home/apt;54,00 ;1;26;15/07/2025;165
1182654682625680000;Centro;Entire home/apt;110,00 ;1;19;24/09/2025;210
1202168550931020000;Centro;Entire home/apt;73,00 ;1;16;14/08/2025;356
1330915815728210000;Centro;Entire home/apt;210,00 ;1;9;09/08/2025;311
1391766368100130000;Este;Entire home/apt;93,00 ;1;5;27/07/2025;122
34888673;Centro;Entire home/apt;106,00 ;3;80;13/08/2025;316
49404028;Carretera de Cadiz;Entire home/apt;72,00 ;2;69;11/09/2025;142
834168493734145000;Palma-Palmilla;Entire home/apt;104,00 ;1;40;15/08/2025;180
965878325017943000;Centro;Private room;50,00 ;2;32;29/06/2025;69
1112168895355880000;Cruz De Humilladero;Private room;85,00 ;1;22;28/09/2025;253
1191077533620280000;Centro;Entire home/apt;132,00 ;1;18;18/08/2025;325
1202166384383880000;Centro;Entire home/apt;75,00 ;1;18;21/09/2025;359
1215230939831200000;Palma-Palmilla;Entire home/apt;140,00 ;1;17;22/06/2025;162
1257776351142350000;Centro;Entire home/apt;170,00 ;1;5;22/08/2025;85
1306361956264890000;Palma-Palmilla;Entire home/apt;196,00 ;1;12;05/09/2025;313
1386121143494670000;Carretera de Cadiz;Entire home/apt;76,00 ;1;5;26/09/2025;180
1405637503164310000;Centro;Entire home/apt;161,00 ;1;5;17/08/2025;341
1417359040729800000;Carretera de Cadiz;Entire home/apt;115,00 ;2;5;21/08/2025;315
1434544742728700000;Carretera de Cadiz;Shared room;23,00 ;5;2;18/08/2025;57
23134823;Centro;Entire home/apt;243,00 ;2;120;02/07/2025;170
26361381;Centro;Entire home/apt;122,00 ;2;113;02/09/2025;115
28044711;Centro;Entire home/apt;112,00 ;1;110;22/09/2025;277
28556078;Centro;Entire home/apt;77,00 ;1;110;12/09/2025;334
34796073;Cruz De Humilladero;Entire home/apt;118,00 ;3;96;16/08/2025;309
42331297;Este;Entire home/apt;1.066,00 ;4;81;28/09/2025;312
50664789;Este;Entire home/apt;100,00 ;3;57;18/09/2025;293
773102203959944000;Centro;Entire home/apt;101,00 ;1;44;11/08/2025;273
847182955278168000;Churriana;Entire home/apt;170,00 ;3;39;15/09/2025;294
862103054290590000;Centro;Entire home/apt;127,00 ;1;39;27/08/2025;191
911962853780442000;Centro;Entire home/apt;524,00 ;3;36;31/07/2025;44
1017295108443160000;Centro;Entire home/apt;181,00 ;1;22;12/07/2025;252
1034052648079850000;Centro;Entire home/apt;59,00 ;1;21;06/09/2025;121
1110668635065990000;Centro;Entire home/apt;120,00 ;1;18;14/09/2025;323
1129013935482750000;Bailen-Miraflores;Entire home/apt;108,00 ;2;22;17/08/2025;120
1191285944554390000;Centro;Entire home/apt;144,00 ;2;18;20/07/2025;88
1199190151125750000;Centro;Entire home/apt;76,00 ;1;15;02/09/2025;319
1234104789273100000;Carretera de Cadiz;Entire home/apt;125,00 ;4;16;26/08/2025;163
1252632012511030000;Centro;Entire home/apt;167,00 ;1;12;27/09/2025;276
1375472728599440000;Centro;Entire home/apt;88,00 ;1;6;04/09/2025;270
3648122;Centro;Entire home/apt;117,00 ;1;176;04/05/2025;344
14961343;Centro;Entire home/apt;167,00 ;1;138;26/09/2025;290
19116878;Centro;Entire home/apt;148,00 ;2;129;26/09/2025;175
25493601;Centro;Entire home/apt;77,00 ;3;116;03/08/2025;259
43290819;Centro;Private room;60,00 ;1;81;21/09/2025;304
43707033;Centro;Entire home/apt;95,00 ;1;81;28/09/2025;349
53454678;Carretera de Cadiz;Entire home/apt;104,00 ;2;60;12/09/2025;338
801947333110490000;Centro;Entire home/apt;120,00 ;2;42;27/08/2025;340
833773505782984000;Centro;Entire home/apt;69,00 ;1;40;27/08/2025;265
855530673981426000;Centro;Entire home/apt;94,00 ;2;39;06/08/2025;153
889706876181620000;Centro;Entire home/apt;93,00 ;1;37;23/07/2025;340
929619931893254000;Bailen-Miraflores;Entire home/apt;95,00 ;3;35;29/07/2025;5
982359180562223000;Centro;Entire home/apt;89,00 ;6;27;27/09/2025;225
1003684331966940000;Centro;Entire home/apt;111,00 ;2;28;19/09/2025;72
1115966350377270000;Centro;Entire home/apt;88,00 ;2;23;31/08/2025;360
1161301975210160000;Carretera de Cadiz;Entire home/apt;71,00 ;2;21;01/09/2025;86
1307842906357690000;Centro;Entire home/apt;81,00 ;1;4;21/08/2025;2
1333224623807560000;Centro;Entire home/apt;145,00 ;1;6;12/09/2025;199
1347808265504360000;Centro;Private room;21,00 ;1;8;27/08/2025;66
1391078378206380000;Centro;Entire home/apt;246,00 ;3;5;29/08/2025;271
1455923773787710000;Carretera de Cadiz;Entire home/apt;210,00 ;1;2;26/09/2025;364
7794358;Este;Entire home/apt;73,00 ;3;159;28/09/2025;354
36011487;Centro;Entire home/apt;150,00 ;5;97;30/07/2025;215
37578106;Centro;Entire home/apt;108,00 ;1;94;08/08/2025;303
37614246;Centro;Entire home/apt;124,00 ;1;94;21/09/2025;246
43711741;Centro;Entire home/apt;77,00 ;3;82;22/09/2025;66
45538618;Centro;Entire home/apt;107,00 ;1;79;16/09/2025;337
53337625;Este;Entire home/apt;63,00 ;3;61;29/09/2025;162
53963553;Bailen-Miraflores;Entire home/apt;88,00 ;2;60;02/05/2025;349
573740983992372000;Centro;Entire home/apt;95,00 ;5;55;13/09/2025;158
672824232205482000;Centro;Entire home/apt;70,00 ;1;9;24/09/2025;224
735592013143118000;Centro;Entire home/apt;135,00 ;2;46;22/09/2025;107
835972043153967000;Carretera de Cadiz;Entire home/apt;181,00 ;3;40;27/08/2025;282
853498954478955000;Centro;Entire home/apt;79,00 ;3;40;21/09/2025;338
862398056190802000;Carretera de Cadiz;Private room;34,00 ;6;39;25/08/2025;241
1023884239713220000;Centro;Entire home/apt;94,00 ;4;27;04/02/2025;304
1055289997770070000;Centro;Entire home/apt;141,00 ;1;27;03/07/2025;270
1180444556978970000;Bailen-Miraflores;Entire home/apt;55,00 ;5;19;13/09/2025;262
1223789388154560000;Cruz De Humilladero;Private room;80,00 ;4;17;23/03/2025;87
1415776902518220000;Carretera de Cadiz;Entire home/apt;55,00 ;1;6;28/09/2025;352
10932003;Carretera de Cadiz;Private room;60,00 ;2;155;27/09/2025;12
20969104;Carretera de Cadiz;Entire home/apt;129,00 ;1;127;16/06/2025;4
23253852;Centro;Entire home/apt;236,00 ;1;118;26/09/2025;213
24937720;Este;Entire home/apt;179,00 ;3;117;25/09/2025;118
29332094;Centro;Entire home/apt;70,00 ;5;104;22/09/2025;278
33730181;Centro;Private room;40,00 ;2;104;01/09/2025;146
39169661;Centro;Entire home/apt;94,00 ;2;68;01/09/2025;220
40750218;Centro;Entire home/apt;97,00 ;3;91;21/09/2025;265
41678025;Centro;Entire home/apt;108,00 ;3;26;04/09/2025;76
594210981221850000;Centro;Entire home/apt;111,00 ;1;56;05/09/2025;183
631539671511762000;Centro;Entire home/apt;119,00 ;3;51;17/09/2025;290
646839808965006000;Carretera de Cadiz;Entire home/apt;95,00 ;1;52;21/04/2025;12
664843197153557000;Centro;Entire home/apt;113,00 ;1;40;09/09/2025;212
785987574556153000;Centro;Entire home/apt;91,00 ;1;19;07/09/2025;356
935911628415697000;Ciudad Jardin;Entire home/apt;77,00 ;3;35;21/09/2025;115
947774802521309000;Carretera de Cadiz;Entire home/apt;114,00 ;1;34;24/08/2025;298
1231051781977230000;Centro;Entire home/apt;106,00 ;1;16;02/08/2025;251
1325205699405010000;Centro;Entire home/apt;120,00 ;1;10;29/08/2025;339
1423376836834510000;Centro;Entire home/apt;74,00 ;1;5;21/08/2025;161
25906143;Centro;Entire home/apt;81,00 ;5;116;24/04/2025;210
27024562;Este;Private room;40,00 ;2;116;29/09/2025;20
45148147;Centro;Entire home/apt;116,00 ;1;77;04/08/2025;339
49497338;Centro;Entire home/apt;115,00 ;3;68;11/09/2025;339
49891358;Centro;Entire home/apt;69,00 ;4;69;14/09/2025;43
717190026621896000;Centro;Entire home/apt;100,00 ;3;49;10/08/2025;330
767145181362036000;Centro;Entire home/apt;66,00 ;3;39;12/07/2025;227
779357029837469000;Centro;Entire home/apt;119,00 ;2;44;25/09/2025;23
857341822292621000;Este;Entire home/apt;75,00 ;4;39;27/08/2025;169
1108828303138250000;Centro;Entire home/apt;74,00 ;1;19;15/09/2025;262
1317418940524810000;Centro;Entire home/apt;78,00 ;2;10;30/07/2025;105
1335528801725360000;Centro;Entire home/apt;124,00 ;1;10;23/09/2025;43
1354902311564140000;Centro;Entire home/apt;93,00 ;2;2;21/09/2025;235
1379728974596150000;Churriana;Entire home/apt;170,00 ;3;8;02/09/2025;301
1394794023279540000;Centro;Entire home/apt;146,00 ;1;6;28/09/2025;135
1481071287340130000;Palma-Palmilla;Entire home/apt;130,00 ;1;2;01/09/2025;338
507961;Centro;Entire home/apt;72,00 ;4;216;24/08/2025;63
1437839;Centro;Entire home/apt;86,00 ;4;191;15/09/2025;352
21943304;Centro;Entire home/apt;80,00 ;6;126;19/09/2025;23
23892746;Centro;Private room;77,00 ;1;122;27/09/2025;294
29151186;Carretera de Cadiz;Entire home/apt;76,00 ;1;111;28/09/2025;156
638270832237614000;Centro;Entire home/apt;113,00 ;4;54;23/09/2025;282
643868139643452000;Centro;Entire home/apt;131,00 ;1;52;17/08/2025;250
788325550863140000;Centro;Entire home/apt;204,00 ;1;45;13/06/2025;299
979090218346939000;Centro;Private room;42,00 ;1;32;09/09/2025;41
994912756956265000;Carretera de Cadiz;Entire home/apt;76,00 ;1;32;12/08/2025;91
1044026287915960000;Centro;Entire home/apt;62,00 ;1;29;18/09/2025;163
1102095774501490000;Centro;Entire home/apt;53,00 ;5;22;08/09/2025;98
1112794418486470000;Centro;Entire home/apt;131,00 ;2;25;02/02/2025;301
1365979899786920000;Centro;Entire home/apt;114,00 ;3;5;10/09/2025;313
17391816;Centro;Entire home/apt;92,00 ;2;140;21/09/2025;231
24270477;Este;Entire home/apt;111,00 ;2;121;07/09/2025;101
42610608;Este;Entire home/apt;171,00 ;4;86;19/09/2025;197
581803493276402000;Centro;Entire home/apt;117,00 ;2;57;21/09/2025;255
640628878018700000;Carretera de Cadiz;Entire home/apt;126,00 ;2;54;24/09/2025;291
915889110752726000;Centro;Entire home/apt;286,00 ;1;36;14/09/2025;295
967897950536413000;Centro;Entire home/apt;103,00 ;2;34;22/09/2025;68
1191758891900200000;Centro;Entire home/apt;99,00 ;1;18;03/09/2025;217
1276031686187060000;Centro;Entire home/apt;266,00 ;1;14;21/07/2025;326
1409954289923420000;Teatinos-Universidad;Entire home/apt;55,00 ;1;6;10/09/2025;324
5397890;Centro;Entire home/apt;59,00 ;4;174;11/09/2025;65
6666420;Centro;Entire home/apt;204,00 ;2;167;12/07/2025;223
10541452;Carretera de Cadiz;Entire home/apt;152,00 ;3;157;08/09/2025;40
15442307;Centro;Entire home/apt;119,00 ;7;148;07/09/2025;331
18572214;Centro;Entire home/apt;262,00 ;1;138;31/07/2025;241
21173387;Centro;Entire home/apt;93,00 ;3;124;14/08/2025;273
42083232;Centro;Entire home/apt;314,00 ;3;84;14/09/2025;344
690975435506483000;Este;Entire home/apt;391,00 ;3;51;09/09/2025;266
775489782583958000;Centro;Entire home/apt;60,00 ;1;38;16/09/2025;114
837014867289318000;Centro;Private room;32,00 ;4;41;14/09/2025;252
920275971522151000;Cruz De Humilladero;Entire home/apt;128,00 ;4;37;23/05/2025;85
1025348408441400000;Centro;Entire home/apt;115,00 ;2;25;12/09/2025;50
1065068953877930000;Carretera de Cadiz;Entire home/apt;101,00 ;1;28;23/09/2025;292
1088173269397720000;Centro;Entire home/apt;96,00 ;1;3;22/09/2025;195
1109685003692630000;Centro;Entire home/apt;103,00 ;2;25;04/06/2025;335
1185566538081830000;Centro;Entire home/apt;72,00 ;2;19;24/09/2025;282
1195463690496620000;Carretera de Cadiz;Private room;36,00 ;6;16;30/08/2025;241
1373343636121760000;Carretera de Cadiz;Entire home/apt;72,00 ;1;3;13/08/2025;284
1383411386421430000;Centro;Entire home/apt;173,00 ;1;4;05/08/2025;327
1386113325037440000;Carretera de Cadiz;Entire home/apt;80,00 ;1;7;05/09/2025;153
1389910973106520000;Carretera de Cadiz;Private room;46,00 ;2;8;23/08/2025;35
1399220703222170000;Puerto de la Torre;Entire home/apt;405,00 ;1;7;26/08/2025;213
1409270870016380000;Este;Entire home/apt;90,00 ;2;4;24/08/2025;249
1426139941931310000;Carretera de Cadiz;Entire home/apt;153,00 ;5;2;23/08/2025;360
1445905625914780000;Centro;Entire home/apt;112,00 ;2;2;21/09/2025;289
1455012855943030000;Centro;Entire home/apt;155,00 ;1;4;26/08/2025;293
1482500445416440000;Centro;Entire home/apt;76,00 ;1;2;29/09/2025;360
9710504;Este;Entire home/apt;79,00 ;3;159;12/09/2025;196
14961338;Centro;Entire home/apt;90,00 ;1;133;22/09/2025;320
17872206;Este;Entire home/apt;166,00 ;1;140;28/09/2025;244
23894740;Centro;Private room;62,00 ;1;125;28/07/2025;306
25767449;Centro;Entire home/apt;133,00 ;4;121;15/09/2025;155
37288024;Churriana;Entire home/apt;140,00 ;3;102;22/09/2025;257
52016841;Centro;Entire home/apt;121,00 ;2;67;06/05/2025;305
856567800807726000;Cruz De Humilladero;Entire home/apt;117,00 ;3;41;08/09/2025;329
961645950126970000;Centro;Entire home/apt;94,00 ;2;20;06/09/2025;365
1116059626784710000;Bailen-Miraflores;Entire home/apt;85,00 ;2;25;10/08/2025;119
1117073507171350000;Este;Entire home/apt;141,00 ;4;20;07/09/2025;101
1388964491331630000;Centro;Entire home/apt;75,00 ;1;6;14/09/2025;219
3493222;Centro;Entire home/apt;249,00 ;1;184;22/09/2025;255
24429611;Centro;Entire home/apt;245,00 ;1;121;28/09/2025;286
26437687;Centro;Entire home/apt;78,00 ;1;120;26/08/2025;90
51608114;Centro;Entire home/apt;111,00 ;1;65;02/09/2025;332
52360533;Centro;Entire home/apt;81,00 ;5;46;17/09/2025;228
52437216;Centro;Entire home/apt;133,00 ;1;66;22/09/2025;309
590443730616265000;Centro;Entire home/apt;220,00 ;1;58;24/07/2025;268
600544970543699000;Centro;Entire home/apt;144,00 ;1;57;06/08/2025;325
668180404145631000;Cruz De Humilladero;Entire home/apt;108,00 ;2;54;05/04/2025;317
720104945467475000;Centro;Entire home/apt;89,00 ;1;48;14/06/2025;343
769997836303121000;Carretera de Cadiz;Entire home/apt;118,00 ;1;47;08/09/2025;326
789878816397408000;Centro;Entire home/apt;60,00 ;2;46;30/09/2025;61
1108598124467840000;Cruz De Humilladero;Private room;35,00 ;2;25;17/09/2025;140
1115965771171790000;Centro;Entire home/apt;183,00 ;1;25;24/08/2025;295
1204921809064960000;Centro;Entire home/apt;84,00 ;1;16;26/09/2025;265
1293400658018970000;Centro;Entire home/apt;79,00 ;1;10;31/07/2025;205
1315322597861250000;Palma-Palmilla;Entire home/apt;244,00 ;2;11;03/09/2025;320
1449892487324670000;Carretera de Cadiz;Entire home/apt;109,00 ;1;4;15/09/2025;345
1454275049165070000;Cruz De Humilladero;Private room;35,00 ;1;4;08/08/2025;90
7184015;Centro;Entire home/apt;159,00 ;2;172;26/09/2025;99
31511761;Centro;Entire home/apt;125,00 ;2;113;17/07/2025;70
36878743;Este;Entire home/apt;104,00 ;2;105;07/08/2025;299
48675398;Centro;Entire home/apt;90,00 ;7;75;09/09/2025;232
548443003332598000;Centro;Entire home/apt;94,00 ;3;61;26/07/2025;70
617967519150668000;Carretera de Cadiz;Entire home/apt;92,00 ;2;55;28/09/2025;108
635472029582805000;Churriana;Entire home/apt;351,00 ;1;54;10/09/2025;286
839813662991398000;Centro;Entire home/apt;258,00 ;3;33;29/08/2025;289
900572577352497000;Centro;Entire home/apt;119,00 ;3;38;28/09/2025;333
932750611825653000;Bailen-Miraflores;Entire home/apt;90,00 ;1;37;15/09/2025;323
1003570082261040000;Centro;Entire home/apt;83,00 ;1;33;01/09/2025;340
1035320026347800000;Centro;Entire home/apt;560,00 ;2;28;21/09/2025;156
1108776333232390000;Centro;Entire home/apt;67,00 ;1;17;24/08/2025;121
1145453288503050000;Este;Entire home/apt;64,00 ;1;24;21/09/2025;227
1210748197287310000;Cruz De Humilladero;Private room;48,00 ;2;19;23/08/2025;238
9538857;Centro;Entire home/apt;83,00 ;4;158;12/09/2025;219
24860219;Cruz De Humilladero;Private room;47,00 ;3;126;15/09/2025;82
29254011;Centro;Entire home/apt;109,00 ;5;106;15/08/2025;65
33739175;Centro;Entire home/apt;79,00 ;5;110;16/09/2025;259
35159456;Centro;Entire home/apt;238,00 ;3;105;20/09/2025;306
41928267;Centro;Entire home/apt;144,00 ;1;95;26/06/2025;342
46428506;Centro;Entire home/apt;83,00 ;3;78;16/09/2025;185
50836053;Este;Entire home/apt;84,00 ;3;70;14/09/2025;260
52848265;Centro;Entire home/apt;78,00 ;1;66;14/08/2025;352
689464101006574000;Centro;Entire home/apt;170,00 ;3;52;16/09/2025;339
847543291010346000;Centro;Entire home/apt;92,00 ;2;43;26/09/2025;37
925391752748812000;Este;Entire home/apt;150,00 ;1;38;14/09/2025;134
1068814251901450000;Centro;Entire home/apt;132,00 ;3;28;08/09/2025;305
1114323729946310000;Centro;Entire home/apt;123,00 ;1;25;28/09/2025;304
1141193078351950000;Cruz De Humilladero;Entire home/apt;58,00 ;1;23;27/09/2025;350
1320936135817550000;Centro;Entire home/apt;95,00 ;1;10;21/08/2025;342
1419389710550240000;Cruz De Humilladero;Entire home/apt;94,00 ;3;2;24/08/2025;1
1425524313214890000;Este;Entire home/apt;142,00 ;3;4;28/08/2025;275
1442447454617820000;Bailen-Miraflores;Private room;57,00 ;2;5;27/09/2025;59
1447260953556390000;Centro;Entire home/apt;94,00 ;4;2;27/08/2025;61
1470769099019800000;Centro;Entire home/apt;248,00 ;1;2;31/08/2025;328
1486792940436750000;Centro;Entire home/apt;146,00 ;1;2;23/08/2025;348
1488211930160380000;Centro;Entire home/apt;146,00 ;1;2;22/08/2025;351
6537249;Centro;Entire home/apt;69,00 ;7;176;17/09/2025;223
19938934;Centro;Entire home/apt;100,00 ;4;139;29/09/2025;244
20008796;Centro;Entire home/apt;65,00 ;3;140;22/09/2025;334
24353710;Centro;Entire home/apt;270,00 ;1;125;31/07/2025;196
41870739;Centro;Entire home/apt;102,00 ;1;88;20/09/2025;277
50183999;Centro;Entire home/apt;105,00 ;2;73;04/09/2025;100
51159100;Centro;Entire home/apt;232,00 ;1;69;17/09/2025;27
705718441863157000;Centro;Private room;43,00 ;2;52;28/09/2025;274
797117368278789000;Este;Entire home/apt;71,00 ;1;26;22/09/2025;335
805826478121442000;Centro;Private room;60,00 ;2;46;22/03/2025;86
1003687989343780000;Centro;Entire home/apt;79,00 ;2;30;18/09/2025;44
1070855230022600000;Centro;Entire home/apt;143,00 ;1;26;15/08/2025;280
1094824211832760000;Centro;Entire home/apt;470,00 ;3;26;26/07/2025;239
1306678367829970000;Cruz De Humilladero;Entire home/apt;84,00 ;2;9;14/09/2025;93
1431143070066170000;Centro;Entire home/apt;110,00 ;3;3;13/08/2025;13
1449324921981900000;Centro;Entire home/apt;120,00 ;1;4;27/07/2025;352
1450017013967850000;Centro;Entire home/apt;70,00 ;1;3;14/09/2025;266
20101808;Centro;Entire home/apt;117,00 ;5;141;21/08/2025;37
21034743;Centro;Entire home/apt;60,00 ;5;131;13/09/2025;88
23442076;Cruz De Humilladero;Entire home/apt;84,00 ;2;131;22/07/2025;88
32313196;Este;Entire home/apt;53,00 ;2;113;15/09/2025;19
37487677;Centro;Entire home/apt;123,00 ;2;106;23/08/2025;64
46810770;Centro;Entire home/apt;117,00 ;1;77;31/07/2025;340
50081074;Centro;Entire home/apt;135,00 ;3;73;15/09/2025;77
50605597;Centro;Entire home/apt;362,00 ;1;73;12/09/2025;263
50883846;Centro;Entire home/apt;136,00 ;1;73;03/09/2025;326
53036389;Centro;Entire home/apt;126,00 ;1;66;12/09/2025;237
53939617;Centro;Entire home/apt;97,00 ;4;62;15/09/2025;320
543953139400768000;Centro;Entire home/apt;216,00 ;1;41;21/09/2025;322
670691267061478000;Centro;Entire home/apt;91,00 ;1;54;30/08/2025;331
686075838434734000;Este;Entire home/apt;76,00 ;1;53;10/08/2025;181
687580910175979000;Centro;Entire home/apt;150,00 ;2;54;12/09/2025;168
805509729181088000;Centro;Entire home/apt;162,00 ;1;45;14/09/2025;271
